Date,Mean maximum (ºC),Mean(ºC),Mean minimum(ºC),Mean relative humidity (%),Insolation duration (hour),Total rainfall (mm)
2000/5/24,26.5,25.2,24.3,90,0.2,0.6
2000/5/25,29.2,26.8,24.7,91,3.9,0.01
2000/5/26,29.8,27.7,26.2,90,6.1,0
2000/5/27,30.9,28.3,26.8,88,5.9,0
2000/5/28,31.5,28.7,26.7,87,8.4,0
2000/5/29,31.1,28.5,26.7,84,10.6,1
2000/5/30,32.4,29.2,26.6,80,10.9,0
2000/5/31,31.8,29,26.6,81,11.3,0
2000/6/1,30.5,28.5,27.3,84,3,0.8
2000/6/2,32.7,29.5,27,78,12,0
2000/6/3,32.8,29.2,26.6,79,12.3,0
2000/6/4,33.9,29.2,26,78,12.4,0
2000/6/5,35.6,30,27.2,77,12,0
2000/6/6,32.6,29.2,27.6,81,7.6,0
2000/6/7,31.8,29.1,27.3,80,11.4,0.01
2000/6/8,31.8,29.2,27.3,81,10.4,0.01
2000/6/9,31.2,29,27.6,85,2.5,0.01
2000/6/10,31.7,29.3,27.4,83,8.9,0.01
2000/6/11,30.9,28.7,27.6,85,5.2,0.2
2000/6/12,28,24.1,21.5,93,0,31.6
2000/6/13,23.8,22.2,21.1,82,0,0.2
2000/6/14,28.8,24.8,22,62,3.5,0
2000/6/15,30.3,26.2,23.4,62,8.2,0
2000/6/16,32.2,27.3,23.8,74,10.5,0
2000/6/17,30.2,25.7,24,88,3.1,32.6
2000/6/18,26.1,24.8,23.7,98,0,121.6
2000/6/19,29.9,26.9,24.5,89,5.1,0.2
2000/6/20,29,26.5,24.6,93,1.3,20.2
2000/6/21,29.7,27.7,26,89,5.1,0.4
2000/6/22,29.8,28,26.3,86,9.5,1.2
2000/6/23,30.1,27.7,26.2,87,8.6,5.6
2000/6/24,30.8,28.3,26.5,84,10.4,0.4
2000/6/25,30.5,28.1,25.3,84,10.8,10.2
2000/6/26,30.9,28.6,26.7,83,11.6,0
2000/6/27,31.6,28.9,26.4,81,11.3,0
2000/6/28,32.2,28.8,26.4,80,10.2,0
2000/6/29,32.4,28.9,26.5,80,12.3,0
2000/6/30,32.2,29,26.4,78,12.2,0
2000/7/1,32.2,29.3,26.6,78,11.9,0
2000/7/2,31.7,28.6,25.9,83,9.2,9.2
2000/7/3,31.6,28,24.3,85,5.6,20
2000/7/4,32.7,28.9,26.2,78,9,0
2000/7/5,32.9,29,27,83,3.4,0
2000/7/6,29.5,27.2,25.2,86,0,4.8
2000/7/7,32.7,28,24.8,83,7.3,9.2
2000/7/8,31.2,28,25.4,83,5,0.2
2000/7/9,32.5,28.7,26.4,80,7.4,0
2000/7/10,32.4,29.2,26.5,79,11.7,0.01
2000/7/11,29.9,28.1,26.2,87,6.1,11
2000/7/12,30.8,28.6,26.6,84,11.1,3.6
2000/7/13,31.8,29,26.8,79,12.3,0.01
2000/7/14,32.2,29,27.1,79,9.9,1
2000/7/15,32.5,29.2,27,77,10,0.6
2000/7/16,31.2,28.2,25.5,82,7.9,4.5
2000/7/17,27.9,26.5,25.2,92,0,64.4
2000/7/18,27.2,26,24.6,94,0,51.2
2000/7/19,28.4,27.1,26.2,92,0.5,15
2000/7/20,29.4,26.4,24,93,0,56
2000/7/21,28.5,26.8,25.3,91,0.3,7
2000/7/22,30.3,27.6,25.7,86,7.3,0.8
2000/7/23,30.6,27.9,25.6,83,10.4,0
2000/7/24,32.1,28.7,26.1,80,11.4,0
2000/7/25,33.2,29.3,26.6,78,12,0
2000/7/26,32.8,29.4,27.1,80,12.1,0
2000/7/27,33,29.6,27.4,82,9.9,0
2000/7/28,32.8,29.5,27.5,79,12.3,0
2000/7/29,33,29.4,27.3,80,10.4,0
2000/7/30,32.6,29.4,27.5,82,10.4,0
2000/7/31,31.6,29.3,27.8,83,8,0
2000/8/1,28.4,26.5,25.2,88,1,7.4
2000/8/2,27.4,26.1,24.2,92,0,28.8
2000/8/3,28.7,26.6,24,93,0,13
2000/8/4,27.5,26.2,24,94,0,68.8
2000/8/5,28.1,25.9,24.5,94,0,30.4
2000/8/6,29.6,26.6,24.7,89,4.8,0.01
2000/8/7,30.6,27.2,24.3,86,9,3
2000/8/8,31.5,28.4,25.9,81,11.6,0
2000/8/9,32.4,28.9,26.2,81,11.8,0
2000/8/10,33.2,29.5,26.6,81,11.5,0
2000/8/11,33.7,29.8,27.6,82,11.4,0
2000/8/12,31.4,29.1,27.2,84,10.2,0
2000/8/13,31.9,29.3,27.4,85,8,0
2000/8/14,32.8,28.9,25.9,84,6.5,10.6
2000/8/15,31.1,28.8,27.3,86,4.7,0.6
2000/8/16,30,28.4,27.6,86,1.5,0.4
2000/8/17,31.8,29.1,27,80,10.7,0.01
2000/8/18,32.3,29.1,26.9,81,9.6,0.2
2000/8/19,32.7,29.5,26.6,80,11.8,0
2000/8/20,33.7,29.8,27.1,80,11.3,0
2000/8/21,32.7,29.6,27.5,79,12,0
2000/8/22,34,29.6,27.3,76,9.3,0
2000/8/23,34.6,29.6,25.1,76,4,85.4
2000/8/24,29.6,28.2,27.2,85,0,3.8
2000/8/25,30.8,27.8,26,88,2.3,2.8
2000/8/26,28.2,27.2,26.8,92,0,1.4
2000/8/27,31.2,27.2,25.5,89,0,26.2
2000/8/28,31.4,28.1,25.9,84,5.5,28.2
2000/8/29,33.4,29.6,25.7,75,10.5,0
2000/8/30,33.3,29.2,25,74,7.3,12.6
2000/8/31,31.8,28.4,25.9,81,1.3,14.4
2000/9/1,30.4,28.4,26.2,83,0.3,2.8
2000/9/2,30,27.4,25.6,89,2.5,1.6
2000/9/3,30.6,27.8,26.3,89,9,1.2
2000/9/4,32.2,28.5,26,84,10.3,0
2000/9/5,33.1,28.8,26,81,7.2,0.01
2000/9/6,32.7,28.4,25.6,77,10.1,0
2000/9/7,31.3,28.2,25.8,76,6.4,0.01
2000/9/8,27.8,26.4,25.3,80,0.4,1.4
2000/9/9,29.3,26.5,24.2,78,2.7,1.2
2000/9/10,29.7,26.8,23.9,69,10.1,0
2000/9/11,30.3,27,23.5,67,9.7,0
2000/9/12,29.9,27.2,24,60,10.6,0
2000/9/13,29.6,26.5,23.3,55,10.2,0
2000/9/14,30.1,26.5,22.9,45,10.8,0
2000/9/15,30.1,26.6,22.8,44,10.8,0
2000/9/16,30.5,26.4,23.1,53,10.6,0
2000/9/17,31.4,26.8,23.3,69,9.2,0
2000/9/18,31.1,26.8,24.5,78,5.3,0
2000/9/19,31.3,27,25,71,8.1,0
2000/9/20,28.4,26,24.5,78,1,0.01
2000/9/21,29.4,26.9,25.6,80,4,0
2000/9/22,30.6,27.2,25,80,6.5,0
2000/9/23,31.7,27.4,25.2,84,6,0
2000/9/24,30.5,27,24.7,81,4,0
2000/9/25,30.6,27.6,25.2,83,10.2,0
2000/9/26,30.7,27.5,25.4,81,9,0
2000/9/27,30.3,27.3,25.6,80,9.8,0.01
2000/9/28,30.2,27.6,25.9,82,8.3,0
2000/9/29,31.2,28,25.8,82,10.1,0
2000/9/30,31.3,27.9,25.8,81,8.1,0
2000/10/1,31.2,27.9,25.6,78,10,0
2000/10/2,30.8,27.7,25.3,76,10.2,0
2000/10/3,30.6,27.5,25.1,78,9.6,0
2000/10/4,30.6,27.8,25.6,79,7.7,0
2000/10/5,30.8,27.7,26.1,80,5.7,0.01
2000/10/6,31.6,27.4,25.9,84,4.6,1
2000/10/7,31.7,28,26,80,7.3,0
2000/10/8,32.2,28.2,25.8,80,9.5,0.01
2000/10/9,31,27.9,25.8,74,10.2,0
2000/10/10,31.1,28.1,25.7,68,10.3,0
2000/10/11,29.8,27.8,26.2,75,4,0.01
2000/10/12,29.2,27.3,25.1,76,0.1,1.4
2000/10/13,26,23.1,20.7,86,0,7.4
2000/10/14,21,20.6,19.6,93,0,10.4
2000/10/15,22.5,21.4,19.6,84,0,0.4
2000/10/16,26.9,23.5,20.1,75,6.2,0
2000/10/17,27,24.4,20.8,70,6.2,0
2000/10/18,24.6,23.8,22.5,78,0.2,4
2000/10/19,24.6,23.3,21.4,91,0,8.6
2000/10/20,24.7,23.7,22.8,96,0,233.2
2000/10/21,25,24.5,23.5,95,0,15.6
2000/10/22,28.6,26.5,24.4,94,4.6,4.4
2000/10/23,29.5,26.8,25.3,92,8.7,0.01
2000/10/24,31.7,27.6,24.8,85,9.7,0
2000/10/25,30.6,27.2,25.4,84,6.2,0.6
2000/10/26,29,26.3,25.1,82,5.3,0.6
2000/10/27,27.5,25.4,24,81,3.3,0
2000/10/28,27.2,24.9,23.5,78,2.4,0
2000/10/29,24.6,22.3,18.5,68,8.9,0
2000/10/30,22.7,19.8,17.3,57,4.6,0
2000/10/31,23,19.9,16.4,48,9.6,0
2000/11/1,22.8,19.8,16.8,46,9.4,0
2000/11/2,21.5,18.2,14.7,47,9.4,0
2000/11/3,23.9,19.6,15.2,58,9.6,0
2000/11/4,23.1,21,19.1,62,0.2,0.01
2000/11/5,25.7,22.3,19.4,61,4.2,0
2000/11/6,25.3,22.8,20.4,71,0,0.01
2000/11/7,23.3,21.9,21,94,0,25.6
2000/11/8,25.6,23.9,22,92,3.7,0.6
2000/11/9,23.4,22.4,21.2,87,0,0.4
2000/11/10,26.9,23.3,20.8,81,8.4,0.01
2000/11/11,21.2,18.6,16.2,82,0,1.2
2000/11/12,16.4,13.8,12.5,93,0,22.2
2000/11/13,19.2,15.4,11.5,83,3.1,2.6
2000/11/14,23.6,20.2,16.5,74,7.6,0
2000/11/15,25.1,22.6,19.9,74,5.8,0
2000/11/16,21.9,19,17,82,0,3.6
2000/11/17,18.5,16.8,15.3,79,0,0.01
2000/11/18,19.7,17.6,15,79,0.7,0.01
2000/11/19,21.8,19.7,17.5,82,0,0.01
2000/11/20,19.1,15.2,12.7,68,3.3,0.2
2000/11/21,15.9,14.2,11.8,54,0,0
2000/11/22,19.6,16,12.3,61,9.3,0
2000/11/23,22.6,18.7,14.5,67,8.2,0
2000/11/24,23.6,20.5,18,82,1.4,0.01
2000/11/25,25.4,21.7,18.8,82,7.7,0
2000/11/26,24.5,21.6,19.9,84,0,0.01
2000/11/27,24.9,21.9,20.5,87,3,0
2000/11/28,22.8,21,20,83,0.7,0
2000/11/29,23.3,20.8,19.2,79,1.5,0.01
2000/11/30,24.4,21.4,18.8,82,9.3,0
2000/12/1,24.3,21.4,18.5,84,6.9,0
2000/12/2,25,21.5,19,78,5.9,0.01
2000/12/3,19.7,17.3,15.1,70,2.2,0
2000/12/4,17.5,16.2,13.9,71,0,0
2000/12/5,22.2,18.3,15.3,74,9.1,0
2000/12/6,23.7,19.7,16.8,82,8,0
2000/12/7,24.6,20.3,17.5,83,6.2,0
2000/12/8,22.7,20.1,18,81,6.8,0
2000/12/9,23,20,17.6,78,8.8,0
2000/12/10,27.1,21.5,18,75,6.6,0
2000/12/11,22.9,20.3,17.2,80,1.1,6
2000/12/12,17.4,15.5,13,97,0,42
2000/12/13,13.1,10.7,9.4,95,0,35.2
2000/12/14,15.6,13.1,10.2,78,9.3,0
2000/12/15,17.9,15.6,12.5,79,2.3,0.01
2000/12/16,22.3,19.2,16,73,6.4,0.01
2000/12/17,23.2,20.4,17.5,75,6,0
2000/12/18,22.9,20,17.7,85,1.1,0.01
2000/12/19,21.5,20,18.8,90,0,4
2000/12/20,22.2,18.9,14.6,87,0.2,1.4
2000/12/21,15.6,13.4,11,71,8.9,0
2000/12/22,15.8,12.7,10,73,5.7,0
2000/12/23,19.1,14.6,10.7,64,9.3,0
2000/12/24,20.2,16.5,12.8,61,9.4,0
2000/12/25,22,17.7,13.9,71,9.2,0
2000/12/26,20.5,17.9,15.4,74,4.6,0
2000/12/27,22.4,19,17.1,78,1.4,0
2000/12/28,23.3,19.6,16.7,74,9.1,0
2000/12/29,21.5,18,15.5,77,7.8,0
2000/12/30,19.1,16.6,14.1,73,8.1,0
2000/12/31,17.7,15.2,12.4,64,8.7,0
2001/1/1,19.8,15.2,11.5,72,8.6,0
2001/1/2,21.4,17.4,13.8,80,2.9,0
2001/1/3,22.1,18.6,16.6,83,7.6,0
2001/1/4,21.8,18.3,15.9,83,4.5,0
2001/1/5,22.7,18.6,16.5,77,7.9,0
2001/1/6,23.4,19.2,17.2,82,7.8,0
2001/1/7,24.2,20,16.3,80,8.5,0
2001/1/8,21.9,19.3,17.4,84,5.5,0
2001/1/9,21.4,17,11.5,78,7.5,0
2001/1/10,14.6,12.5,10,71,0,0
2001/1/11,14.9,13.5,11.2,84,0,0.4
2001/1/12,20.8,17.3,14.4,84,2.9,0
2001/1/13,17.4,15.3,12.9,77,4,0.01
2001/1/14,17.4,14.9,12.1,63,7.6,0
2001/1/15,15.4,12.6,11.2,63,0,0.01
2001/1/16,17,13.9,11.5,64,3.6,0.01
2001/1/17,20.2,16.5,14,72,9.1,0
2001/1/18,23.3,17.8,14.1,77,8.8,0
2001/1/19,23.7,19.4,16.9,77,6.9,0
2001/1/20,25,20.1,17,72,9.2,0
2001/1/21,20.1,18.3,17.1,88,2.2,0
2001/1/22,23.8,19.7,18,88,2.3,0
2001/1/23,20.9,19,17.2,94,0.2,0
2001/1/24,19.6,18.7,17.3,94,0,0
2001/1/25,20.3,18.4,12.1,97,0,2.4
2001/1/26,13.2,11.2,8.9,82,0,28.4
2001/1/27,11.7,9.8,8.2,79,0,9.4
2001/1/28,11.9,9.6,7.8,85,0,6.8
2001/1/29,13.1,12.2,10.7,68,0,0
2001/1/30,17.3,14.5,12.4,76,0.3,0
2001/1/31,20.3,16,13.2,82,1.4,0
2001/2/1,17.1,15,11.6,87,0,0.01
2001/2/2,12,10.5,9.5,95,0,2.4
2001/2/3,12.9,11.5,9.8,98,0,1
2001/2/4,13.9,12.3,11,94,0,0.01
2001/2/5,19.6,15.6,12.3,90,2.4,0
2001/2/6,22.1,18.4,15.7,90,3.3,0
2001/2/7,22.6,18.5,14,83,6.6,0
2001/2/8,14.4,13.5,12.2,74,0,0
2001/2/9,16,13.8,12,76,1.1,0
2001/2/10,15.7,13.1,10.6,79,1.8,0.01
2001/2/11,20,16,13.2,79,3.2,0
2001/2/12,25.1,18.9,15.8,80,8.4,0
2001/2/13,18.7,16.2,11.6,79,0.1,0
2001/2/14,14.6,11.9,8.6,63,7.9,0
2001/2/15,18.6,14.4,10.9,62,9.6,0
2001/2/16,21.2,16.4,13.4,69,8.1,0
2001/2/17,20.3,16.8,14,71,7.7,0
2001/2/18,24.6,18.8,15.2,77,8.6,0
2001/2/19,25.9,19.9,16.2,81,9.6,0
2001/2/20,22.6,19.2,16.3,81,9.9,0
2001/2/21,25.3,20.1,17.6,80,4.5,0
2001/2/22,25.4,20.6,17.9,83,9.9,0
2001/2/23,23.5,20,17,84,9.1,0
2001/2/24,25.3,20.9,18.3,79,3.7,0
2001/2/25,18.4,13.6,11.3,84,0,14.8
2001/2/26,14.6,13,11,91,0,0.2
2001/2/27,20.1,16.9,13.8,87,0,0
2001/2/28,21.2,17.3,14.3,84,2.3,0.01
2001/3/1,19.9,16,12,65,9.7,0
2001/3/2,19.6,17.6,15.2,74,2.9,0
2001/3/3,24.6,19.5,17,75,2.9,0.01
2001/3/4,23.9,18.8,15.3,53,9.7,0
2001/3/5,22,18.7,15.9,73,7.2,0
2001/3/6,23.8,20.3,17.4,84,8.4,0
2001/3/7,26.4,21.4,17.6,86,6.3,0.01
2001/3/8,17.9,15.4,13.3,83,0,4.6
2001/3/9,19.3,15.9,13.6,61,2.3,0.01
2001/3/10,17.3,16.2,15.3,76,0,0.01
2001/3/11,18.1,16.2,14.1,92,0,3.8
2001/3/12,18.7,16.8,14.6,81,0.2,0.6
2001/3/13,20.6,18.1,15.9,67,1.3,0
2001/3/14,23.2,20.2,17.5,84,6.4,0.01
2001/3/15,25.1,21.5,18.6,85,7.6,0
2001/3/16,26,21.9,19.7,90,4.4,0
2001/3/17,25.3,22,19.9,90,3,0
2001/3/18,25.2,21.4,19.2,86,0.1,0
2001/3/19,22.7,20.6,19.1,89,0,0.01
2001/3/20,25.7,22.3,20,91,0,0.01
2001/3/21,27.1,22,17.9,71,9.8,0
2001/3/22,23.6,21.4,19.6,91,0,0.01
2001/3/23,26.2,23.3,21.4,93,1.2,0.01
2001/3/24,26.9,24.3,22.4,92,3.7,0.4
2001/3/25,24.2,22.6,20,93,1.1,75.2
2001/3/26,20.4,19.4,17.5,83,0.3,0.01
2001/3/27,20.2,19.4,18.4,92,0,2
2001/3/28,24.8,20.7,18,82,3.3,0
2001/3/29,22.7,19.2,16.2,75,8.1,4.8
2001/3/30,23.6,20.4,17.5,76,10.5,0
2001/3/31,25.5,21.7,19,83,2.4,0
2001/4/1,23.1,20.8,19.4,84,1.8,0
2001/4/2,24.8,21.7,19.6,87,4.8,0.01
2001/4/3,26,23.2,20.9,90,5,0.01
2001/4/4,23.2,20.8,18.7,95,0,44
2001/4/5,22.4,20.2,18.3,90,0.1,30.2
2001/4/6,21.2,20.3,19,95,0,5.6
2001/4/7,22.1,20.8,19.5,95,0,0.4
2001/4/8,25.2,23.8,21.1,96,0.3,0.01
2001/4/9,24.6,23,21.2,97,0,1.4
2001/4/10,22.4,21.4,20.9,92,0,0.4
2001/4/11,21.2,16,13,85,0.1,6.8
2001/4/12,21.2,16.5,12.6,65,5.8,0
2001/4/13,19.9,18.8,17.4,81,0,0.01
2001/4/14,21.3,19.4,18,84,0.1,0.4
2001/4/15,25.2,21.6,18.8,84,6.3,0
2001/4/16,25.8,22.5,20.1,87,5.1,0
2001/4/17,26.5,23.4,21,90,2.3,0
2001/4/18,25.7,23.7,22.5,94,0,0.2
2001/4/19,25.4,23.8,22.3,94,0.4,0.6
2001/4/20,27.2,25.4,24,93,1.1,0.01
2001/4/21,26.7,24.7,22.9,93,0.3,0.2
2001/4/22,23.2,20.2,18.1,95,0,10
2001/4/23,21.9,20.8,19.6,94,0,3.6
2001/4/24,26.8,22.6,19.7,91,0.6,5.6
2001/4/25,20.5,19.4,18.5,93,0,4.6
2001/4/26,24,20.9,18.6,88,3.4,0.2
2001/4/27,26,22.5,20.5,84,1.1,0
2001/4/28,25.6,23.8,22.2,94,0,0.01
2001/4/29,27.5,25.5,23.4,96,0.4,0.01
2001/4/30,29.5,26.8,24.8,91,8.7,0
2001/5/1,27.3,25.1,22.7,89,1.5,12.2
2001/5/2,27.3,24.7,22.6,86,0.2,0.01
2001/5/3,24,23.4,22.5,95,0,9.8
2001/5/4,27.3,24.2,22.6,91,1.5,0.01
2001/5/5,29.1,26,23.5,90,8.1,0
2001/5/6,29.2,27.2,25.2,89,8.5,0
2001/5/7,29.5,27.6,26,90,4.9,0
2001/5/8,30.6,27.9,25.8,88,6.6,0.01
2001/5/9,29.4,25.9,23.5,91,1.2,22.2
2001/5/10,28,24.2,21.5,77,5.1,0.01
2001/5/11,28.3,24.8,22.5,78,7.7,0.01
2001/5/12,31.1,26,22.7,76,8.5,0
2001/5/13,29.1,25.6,22.8,81,7.5,0
2001/5/14,28.9,26.4,24.4,80,10.7,0
2001/5/15,29,26.3,24.5,83,6.1,0.01
2001/5/16,27.1,25.6,24.2,83,0.2,1.2
2001/5/17,26.6,25.6,24.4,92,0,0.01
2001/5/18,26.4,25.7,24.1,94,0.5,41.2
2001/5/19,28.1,26.1,25,94,0.1,3
2001/5/20,31.4,27.9,25.7,84,9.1,0
2001/5/21,30.2,27.2,24.3,88,3.8,12.8
2001/5/22,30.6,26.6,24.7,90,1.2,11.4
2001/5/23,30.6,27.4,25.3,88,8.2,0
2001/5/24,30.6,27.6,25.5,87,8.4,0
2001/5/25,29.6,27.2,25.6,86,1.8,0
2001/5/26,30.5,27.7,25.7,84,11.1,0
2001/5/27,31.3,28.1,25.1,76,11,0
2001/5/28,30,27.4,25.8,84,5.4,0
2001/5/29,29.6,27,25.5,84,4.9,0.01
2001/5/30,30.8,26.2,24.2,90,1.8,20.4
2001/5/31,30.6,26.6,24,83,6.3,1.6
2001/6/1,26.7,25.3,24,80,0.1,3.2
2001/6/2,27.3,25.2,23.6,90,0,48.6
2001/6/3,28.4,26.5,24.9,91,0.6,1.2
2001/6/4,29.4,27.6,26.3,89,4.1,2.4
2001/6/5,29.8,26.3,24.6,91,1.3,78.6
2001/6/6,29.4,26.3,24,91,1.4,21.6
2001/6/7,26.2,24.6,23.2,96,0,132.8
2001/6/8,26.3,24.6,23.2,97,0,83.4
2001/6/9,26.8,26,24,96,0,45.6
2001/6/10,28,27,26.4,95,0,3
2001/6/11,26.9,25.7,23.5,96,0,31.2
2001/6/12,28.6,26.8,24.5,93,2.4,36.4
2001/6/13,29.9,26.8,23,90,3.6,36.8
2001/6/14,29.6,26.2,23.7,85,3.4,0.8
2001/6/15,29.8,27,24.3,90,7.5,7.4
2001/6/16,31,28,26.2,87,7,4
2001/6/17,31,28.5,26.2,85,11.5,0
2001/6/18,31.1,28.5,26.6,84,11.2,0
2001/6/19,31.3,28.5,26.1,84,10.6,0
2001/6/20,31.3,29,27,84,6,0.01
2001/6/21,32.2,28.8,25.4,86,7.4,17.2
2001/6/22,33,29.6,26.6,82,11.8,0
2001/6/23,34.2,29.3,26.9,84,6.1,1.2
2001/6/24,31.9,28.9,26.3,83,3.5,0.01
2001/6/25,28.8,26.5,24.5,92,1.6,46.6
2001/6/26,29.3,26.9,25.2,91,0,13
2001/6/27,28.1,25.8,23.8,94,0,81.8
2001/6/28,30.9,27.7,24.6,90,7.5,9.2
2001/6/29,30.9,28.3,26.2,86,10.9,0.8
2001/6/30,29.8,27.5,25.3,89,1.1,16.6
2001/7/1,28.4,27.1,25.5,87,0.3,4.8
2001/7/2,28.7,27.4,25.9,88,0,1.6
2001/7/3,29.3,26.9,24.3,90,4.8,30.2
2001/7/4,33.5,29.4,24.1,71,10.8,0
2001/7/5,35.1,30.2,25.5,68,2.8,9.4
2001/7/6,27.8,25.9,24.6,91,0,226
2001/7/7,28.6,27.1,24.2,92,0,32.6
2001/7/8,30.4,28,26.2,90,7.3,0.2
2001/7/9,31.3,28.3,26.1,86,11.5,0
2001/7/10,31.7,28.4,26.2,84,12.4,0
2001/7/11,32.1,28.7,26.2,85,7.1,0
2001/7/12,30.9,28.7,27.1,87,1.1,0
2001/7/13,28.1,26,22.8,90,0.1,144.8
2001/7/14,30.8,28.2,26,90,7,13.6
2001/7/15,28.1,25.4,23.4,93,0.1,112.8
2001/7/16,29.9,25.8,24,94,1.1,19
2001/7/17,27.8,25.8,23.4,94,0.1,31.4
2001/7/18,28.9,25.7,24,94,1.6,75.4
2001/7/19,29.1,27,25.2,91,0,0
2001/7/20,30.3,27.9,25.9,90,10.6,1.2
2001/7/21,29.8,26.8,23.7,91,3.8,50.6
2001/7/22,30,27.6,25.3,90,7.9,12.2
2001/7/23,31.2,28.6,26.1,85,9.6,0.4
2001/7/24,33.9,28.2,24.7,85,7.6,1.8
2001/7/25,27.1,25.9,24.7,91,0,17.4
2001/7/26,26.6,26,24.7,94,0,17.6
2001/7/27,29,27.3,25.7,94,1,0
2001/7/28,30.6,27.8,25.3,88,10.9,0
2001/7/29,31.7,28.6,25.8,84,11.4,0
2001/7/30,31.1,28.8,26.3,85,11.7,0
2001/7/31,31.5,29.1,27.1,86,10.8,2.4
2001/8/1,30.2,27.8,25.6,88,0.6,0.2
2001/8/2,30.6,27.2,24.6,88,2.9,11.2
2001/8/3,29.8,27.2,25.2,88,1.2,3.2
2001/8/4,32.1,28.7,25.5,83,10,0
2001/8/5,32.2,29,26.6,84,10.5,0.01
2001/8/6,32.2,29.1,26.5,84,10.7,0
2001/8/7,33,29.4,26.7,81,11.4,0
2001/8/8,32.6,29.7,26.9,79,11.9,0
2001/8/9,33.1,29.8,27.1,80,12.1,0
2001/8/10,30.7,29,27.4,83,9.1,0.4
2001/8/11,30.6,28.6,26.3,84,3,0.2
2001/8/12,32,29,26.3,83,6.2,0.8
2001/8/13,33.2,29.2,25.8,77,6.5,0.01
2001/8/14,31.9,29.2,26.2,81,5.3,0
2001/8/15,32.7,28.4,23.8,81,8.3,57.4
2001/8/16,33.4,28.6,25.5,81,8.3,0
2001/8/17,32.6,28.6,24.8,80,5.6,0
2001/8/18,33.8,29.5,26.3,78,9,0
2001/8/19,33.3,29,26.9,79,4.1,0.01
2001/8/20,33.3,29.6,26.5,76,9.7,0
2001/8/21,33.9,29.6,26.9,80,7.8,0
2001/8/22,33,29.7,26.6,81,10.8,0
2001/8/23,34.6,30.5,27.8,79,8.8,0
2001/8/24,33.5,30.2,27.6,83,9.7,0
2001/8/25,32.6,29.9,27.8,80,8.2,0
2001/8/26,33.6,29,27.4,83,4.2,0.4
2001/8/27,31.7,27.8,24.6,87,2.4,21.2
2001/8/28,28.6,26.9,25.1,90,0,9
2001/8/29,27.6,26.4,25.1,94,0.5,29.8
2001/8/30,28.2,26.4,24.4,96,0,45.4
2001/8/31,29.7,27.8,24.7,93,0,12.4
2001/9/1,28.2,26.7,24.2,95,0,60.4
2001/9/2,27.3,25.9,24.2,95,0,64.2
2001/9/3,26.7,25.7,24.3,95,0,37.6
2001/9/4,28.8,26.2,24.4,90,1.3,6.8
2001/9/5,26,24.9,23.5,97,0.4,134.4
2001/9/6,30,26.3,24.8,94,1,12.2
2001/9/7,29.5,26.4,23.9,94,1,14.8
2001/9/8,29.3,27,24.5,85,7.7,7.4
2001/9/9,30.2,27.2,25.2,84,3.8,0
2001/9/10,27.6,26.5,24.9,84,0,0.01
2001/9/11,30.6,27.2,25.6,85,1,0
2001/9/12,32.2,27.9,25.4,84,5.4,0
2001/9/13,32.2,27.9,24.9,86,6.8,0
2001/9/14,32.9,28.5,25.2,83,7.3,0
2001/9/15,33.5,29.4,25.9,74,9.4,0
2001/9/16,33.3,29.2,25.8,64,9.7,0
2001/9/17,33,29.3,26,73,9.3,0
2001/9/18,33,29.4,26.4,80,7.5,0
2001/9/19,33.9,30.2,26.4,70,8.1,0
2001/9/20,33.1,28.6,24.6,73,4.8,0.2
2001/9/21,27.6,26.1,24.4,88,0,15
2001/9/22,30.8,27.6,25.3,76,8.5,0
2001/9/23,30.4,27.6,24.7,72,8.5,0
2001/9/24,31.9,28.2,24.5,64,9.9,0
2001/9/25,31.8,28.9,25.1,57,10.6,0
2001/9/26,30.7,28.2,25.2,61,2.8,0
2001/9/27,31.8,28.2,24.3,59,10.2,0
2001/9/28,31.3,28.4,25,62,9.9,0
2001/9/29,31.1,28.3,24.4,65,10.4,0
2001/9/30,31.9,28.7,24.7,64,10.3,0
2001/10/1,33.1,28.3,25.9,72,7.6,0
2001/10/2,29.6,26.9,25.3,76,6.1,0
2001/10/3,30.2,26.9,24.9,76,9.2,0
2001/10/4,30.5,26.1,23.1,84,3,12.4
2001/10/5,28.5,25.4,22.9,80,2.3,0.01
2001/10/6,29.2,26.3,24.1,78,9.3,0
2001/10/7,29.6,26.9,24.8,81,9.6,0
2001/10/8,30.9,27.3,24.6,80,9.4,0
2001/10/9,27.9,24.7,22.1,78,1.2,0.01
2001/10/10,27,25,22.5,71,0,0
2001/10/11,30.4,26.3,24.2,74,8.3,0
2001/10/12,28.8,25.8,23.9,73,9.2,0
2001/10/13,27.7,25.4,23.5,73,6.6,0
2001/10/14,28.7,25.6,23.7,72,5.3,0
2001/10/15,31.7,26.1,22.7,77,8.4,0
2001/10/16,30.3,26.6,23.6,69,8.2,0
2001/10/17,29.1,25.6,21.8,64,9,0
2001/10/18,29.7,25.3,22.5,73,4.6,0.01
2001/10/19,29.8,25.2,23.3,74,7.2,0
2001/10/20,29.5,25.1,22.8,70,9.6,0
2001/10/21,29.7,25.2,22.2,75,9.3,0
2001/10/22,30.6,25.7,23,76,7.8,0
2001/10/23,27.9,25.2,23.2,78,1.1,0
2001/10/24,28.9,25.3,23.2,78,8.4,0
2001/10/25,28.6,25.1,23.1,76,8.9,0
2001/10/26,29.2,25.3,22.8,80,7,0
